timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734359483894,956,/complete/search-177,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 956 milliseconds, but should not have lasted longer than 500 milliseconds.",12891,291,2,2,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,953,0,749
1734359483170,1679,/complete/search-177,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 1,679 milliseconds, but should not have lasted longer than 500 milliseconds.",12923,291,2,2,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,1675,0,1472
1734359484860,173,/complete/search-178,200,OK,Thread Group 1-2,text,true,,1875,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,173,0,0
1734359484860,173,/complete/search-178,200,OK,Thread Group 1-1,text,true,,1876,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,173,0,0
1734359485034,166,/complete/search-179,200,OK,Thread Group 1-1,text,true,,1451,294,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,166,0,0
1734359485034,166,/complete/search-179,200,OK,Thread Group 1-2,text,true,,1451,294,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,166,0,0
1734359484855,563,/complete/search-177,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 563 milliseconds, but should not have lasted longer than 500 milliseconds.",12919,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,563,0,353
1734359485419,291,/complete/search-178,200,OK,Thread Group 1-3,text,true,,1877,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,291,0,0
1734359485205,507,/-180,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 507 milliseconds, but should not have lasted longer than 500 milliseconds.",7497,448,3,3,https://cse.buet.ac.bd/,507,0,217
1734359485205,508,/-180,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 508 milliseconds, but should not have lasted longer than 500 milliseconds.",7497,448,3,3,https://cse.buet.ac.bd/,507,0,217
1734359485714,51,/public/img/program/pg-ds.jpg-182,200,OK,Thread Group 1-1,bin,true,,115963,469,3,3,https://cse.buet.ac.bd/public/img/program/pg-ds.jpg,16,0,0
1734359485714,52,/public/img/program/pg-ds.jpg-182,200,OK,Thread Group 1-2,bin,true,,115963,469,3,3,https://cse.buet.ac.bd/public/img/program/pg-ds.jpg,20,0,0
1734359485712,314,/complete/search-179,200,OK,Thread Group 1-3,text,true,,1451,294,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,314,0,0
1734359486029,157,/-180,200,OK,Thread Group 1-3,text,true,,7497,448,4,4,https://cse.buet.ac.bd/,157,0,87
1734359485858,482,/complete/search-177,200,OK,Thread Group 1-4,text,true,,8224,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,482,0,263
1734359486187,171,/public/img/program/pg-ds.jpg-182,200,OK,Thread Group 1-3,bin,true,,115963,469,4,4,https://cse.buet.ac.bd/public/img/program/pg-ds.jpg,151,0,0
1734359486342,297,/complete/search-178,200,OK,Thread Group 1-4,text,true,,1880,293,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,297,0,0
1734359485769,870,/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115-181,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 870 milliseconds, but should not have lasted longer than 500 milliseconds.",739,3036,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115,870,0,352
1734359485767,871,/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115-181,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 871 milliseconds, but should not have lasted longer than 500 milliseconds.",881,3036,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115,871,0,353
1734359486640,114,/complete/search-179,200,OK,Thread Group 1-4,text,true,,1451,294,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,114,0,0
1734359486640,148,/complete/search-183,200,OK,Thread Group 1-2,text,true,,19215,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,148,0,0
1734359486640,148,/complete/search-183,200,OK,Thread Group 1-1,text,true,,19216,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,148,0,0
1734359486756,62,/-180,200,OK,Thread Group 1-4,text,true,,7497,448,4,4,https://cse.buet.ac.bd/,61,0,32
1734359486819,38,/public/img/program/pg-ds.jpg-182,200,OK,Thread Group 1-4,bin,true,,115963,469,4,4,https://cse.buet.ac.bd/public/img/program/pg-ds.jpg,19,0,0
1734359486789,151,/moodle/-184,200,OK,Thread Group 1-2,text,true,,12083,455,5,5,https://cse.buet.ac.bd/moodle/,150,0,0
1734359486789,152,/moodle/-184,200,OK,Thread Group 1-1,text,true,,12082,455,5,5,https://cse.buet.ac.bd/moodle/,150,0,0
